Org Name	Station ID	State	County	HUC	Generated HUC	Station Latitude	Station Longitude	Station Horizontal Datum	Visit Num	Activity ID	Activity Start	Activity Start Zone	Activity Type	Activity Category-Rep Num	Habitat Class Name	Characteristic Name	Characteristic Description	Sample Fraction	Value Type	Statistic Type	Result Value as Text	Result Value Status	Result Value as Number	Units	Activity Comment	Result Comment	Result Measure Qualifier	Weight Basis	Temperature Basis	Duration Basis	Analytical Proc ID	All Result Detections/Thresholds	Analysis Date	Analysis Date Zone	Conf Level	Confidence Interval	Result Depth Height	Result Depth Height Unit	Result Depth Altitude Ref Point	Result Sampling Point
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095XS	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		0.75	Validated	.75	ft	XS Depth						~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095PH	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Habitat type, riffle (%)	RBP2, Habitat type, riffle (%)~~~~~~~~~%		Actual		75	Validated	75	%	Phys Hab						~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095PH	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Habitat type, pools (%)	RBP2, Habitat type, pools (%)~~~~~~~~~%		Actual		25	Validated	25	%	Phys Hab						~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095XS	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		1	Validated	1	ft	XS Depth						~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095XS	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		1.25	Validated	1.25	ft	XS Depth						~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095XS	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		1.17	Validated	1.17	ft	XS Depth						~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095XS	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		0.92	Validated	.92	ft	XS Depth						~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095XS	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		0.83	Validated	.83	ft	XS Depth						~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095XS	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		0.75	Validated	.75	ft	XS Depth						~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095XS	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		0.58	Validated	.58	ft	XS Depth						~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095XS	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Cross-section Depth	Cross-section Depth~~~~~~~~~ft		Actual		0.75	Validated	.75	ft	XS Depth						~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095SC1	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Time	Kick Time~~~~~~~~~seconds		Actual		60	Validated	60	seconds	Sub Samp						~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095SC1	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Slow Riffle	Slow Riffle~~~~~~~~~None		Actual		YES	Validated		None	Sub Samp						~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095SC1	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Sandy Substrate (Choice List)	Sandy Substrate (Choice List)~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095SC1	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Rocky Substrate (Choice List)	Rocky Substrate (Choice List)~~~~~~~~~None		Actual		YES	Validated		None	Sub Samp						~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095SC1	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095SC1	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, cobble, 64-256 mm	RBP2, Substrate, inorganic, cobble, 64-256 mm~~~~~~~~~%		Actual		20	Validated	20	%	Sub Samp						~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095PH	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Instream Features, Canopy Cover (choice list)	RBP2, Instream Features, Canopy Cover (choice list)~~~~~~~~~None		Actual		PARTLY OPEN	Validated		None	Phys Hab	0% covered by riparian vegetation					~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095PH	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Bank erosion stability (choice list)	Bank erosion stability (choice list)~~~~~~~~~None		Actual		STAB	Validated		None	Phys Hab	Yes					~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095PH	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, High G, Riparian Vegetative Zone Width, Left Bank (choice list)	RBP2, High G, Riparian Vegetative Zone Width, Left Bank (choice list)~~~~~~~~~None		Actual		01	Validated	1	None	Phys Hab						~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095PH	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Riparian Vegetation, Dominant Species Present (choice list)	RBP2, Riparian Vegetation, Dominant Species Present (choice list)~~~~~~~~~None		Actual		GRASSES	Validated		None	Phys Hab	Yes					~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095PH	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Riparian Vegetation, Dominant Species Present (choice list)	RBP2, Riparian Vegetation, Dominant Species Present (choice list)~~~~~~~~~None		Actual		GRASSES	Validated		None	Phys Hab	Yes					~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095SC4	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Time	Kick Time~~~~~~~~~seconds		Actual		60	Validated	60	seconds	Sub Samp						~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095SC4	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Slow Riffle	Slow Riffle~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.095SC4	2012-09-11 10:00:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Sandy Substrate (Choice List)	Sandy Substrate (Choice List)~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2012-09-11 10:00:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Riparian Vegetation, Dominant Species Present (choice list)	RBP2, Riparian Vegetation, Dominant Species Present (choice list)~~~~~~~~~None		Actual		SHRUBS	Validated		None	Phys Hab	50% Yes					~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Riparian Vegetation, Dominant Species Present (choice list)	RBP2, Riparian Vegetation, Dominant Species Present (choice list)~~~~~~~~~None		Actual		SHRUBS	Validated		None	Phys Hab	15% Yes					~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Habitat type, run (%)	RBP2, Habitat type, run (%)~~~~~~~~~%		Actual		0	Validated	0	%	Phys Hab	zero run					~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, High G, Riparian Vegetative Zone Width, Right Bank (choice list)	RBP2, High G, Riparian Vegetative Zone Width, Right Bank (choice list)~~~~~~~~~None		Actual		01	Validated	1	None	Phys Hab	Didn't complete					~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Habitat type, riffle (%)	RBP2, Habitat type, riffle (%)~~~~~~~~~%		Actual		75	Validated	75	%	Phys Hab						~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Habitat type, pools (%)	RBP2, Habitat type, pools (%)~~~~~~~~~%		Actual		25	Validated	25	%	Phys Hab						~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Aquatic vegetation, portion of reach with AV (%)	RBP2, Aquatic vegetation, portion of reach with AV (%)~~~~~~~~~%		Actual		15	Validated	15	%	Phys Hab	Yes					~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Instream Features, Canopy Cover (choice list)	RBP2, Instream Features, Canopy Cover (choice list)~~~~~~~~~None		Actual		PARTLY OPEN	Validated		None	Phys Hab	0% shaded					~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Bank erosion stability (choice list)	Bank erosion stability (choice list)~~~~~~~~~None		Actual		STAB	Validated		None	Phys Hab	Yes					~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, High G, Riparian Vegetative Zone Width, Left Bank (choice list)	RBP2, High G, Riparian Vegetative Zone Width, Left Bank (choice list)~~~~~~~~~None		Actual		01	Validated	1	None	Phys Hab	Didn't complete					~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Riparian Vegetation, Dominant Species Present (choice list)	RBP2, Riparian Vegetation, Dominant Species Present (choice list)~~~~~~~~~None		Actual		GRASSES	Validated		None	Phys Hab	50% Yes					~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Riparian Vegetation, Dominant Species Present (choice list)	RBP2, Riparian Vegetation, Dominant Species Present (choice list)~~~~~~~~~None		Actual		GRASSES	Validated		None	Phys Hab	85% Yes					~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Watershed, Predominant Surrounding Landuse (choice list)	RBP2, Watershed, Predominant Surrounding Landuse (choice list)~~~~~~~~~None		Actual		FOREST	Validated		None	Phys Hab	Yes					~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Watershed, Predominant Surrounding Landuse (choice list)	RBP2, Watershed, Predominant Surrounding Landuse (choice list)~~~~~~~~~None		Actual		FOREST	Validated		None	Phys Hab	Yes					~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Instream features, high water mark	RBP2, Instream features, high water mark~~~~~~~~~ft		Actual		35.2	Validated	35.2	ft	Phys Hab						~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Instream features, est. stream depth	RBP2, Instream features, est. stream depth~~~~~~~~~ft		Actual		0	Validated	0	ft	Phys Hab	Didn't complete					~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Instream features, est. stream width	RBP2, Instream features, est. stream width~~~~~~~~~ft		Actual		42	Validated	42	ft	Phys Hab						~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Watershed, Local Erosion (choice list)	RBP2, Watershed, Local Erosion (choice list)~~~~~~~~~None		Actual		MODERATE	Validated		None	Phys Hab	Yes					~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Riparian Vegetation, Dominant Species Present (choice list)	RBP2, Riparian Vegetation, Dominant Species Present (choice list)~~~~~~~~~None		Actual		OTHER	Validated		None	Phys Hab	grasses					~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Habitat type, gravel-cobble (%)	RBP2, Habitat type, gravel-cobble (%)~~~~~~~~~%		Actual		100	Validated	100	%	Phys Hab						~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Instream Features, Channelized (Y/N) (choice list)	RBP2, Instream Features, Channelized (Y/N) (choice list)~~~~~~~~~None		Actual		NO	Validated		None	Phys Hab	Not channelized					~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Bank vegetative stability (choice list)	Bank vegetative stability (choice list)~~~~~~~~~None		Actual		E	Validated		None	Phys Hab	Yes					~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046RPH	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Aquatic Vegetation, Dominant Type & Species (choice list)	RBP2, Aquatic Vegetation, Dominant Type & Species (choice list)~~~~~~~~~None		Actual		ATTACHED ALG	Validated		None	Phys Hab	Yes					~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046SC4	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Time	Kick Time~~~~~~~~~seconds		Actual		60	Validated	60	seconds	Sub Samp						~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046SC4	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Slow Riffle	Slow Riffle~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046SC4	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Sandy Substrate (Choice List)	Sandy Substrate (Choice List)~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046SC4	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Rocky Substrate (Choice List)	Rocky Substrate (Choice List)~~~~~~~~~None		Actual		YES	Validated		None	Sub Samp						~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046SC4	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		YES	Validated		None	Sub Samp						~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046SC4	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.67	Validated	.67	ft	Sub Samp						~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046SC4	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, cobble, 64-256 mm	RBP2, Substrate, inorganic, cobble, 64-256 mm~~~~~~~~~%		Actual		50	Validated	50	%	Sub Samp						~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046SC4	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, Inorganic, boulder, >256 mm	RBP2, Substrate, Inorganic, boulder, >256 mm~~~~~~~~~%		Actual		50	Validated	50	%	Sub Samp						~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046SC4	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		RBP2, Substrate, inorganic, bedrock	RBP2, Substrate, inorganic, bedrock~~~~~~~~~%		Actual		0	Validated	0	%	Sub Samp						~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046SC3	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Time	Kick Time~~~~~~~~~seconds		Actual		60	Validated	60	seconds	Sub Samp						~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046SC3	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Slow Riffle	Slow Riffle~~~~~~~~~None		Actual		YES	Validated		None	Sub Samp						~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046SC3	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Sandy Substrate (Choice List)	Sandy Substrate (Choice List)~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046SC3	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Rocky Substrate (Choice List)	Rocky Substrate (Choice List)~~~~~~~~~None		Actual		YES	Validated		None	Sub Samp						~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046SC3	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Fast Riffle	Fast Riffle~~~~~~~~~None		Actual		NO	Validated		None	Sub Samp						~		2008-12-05 12:25:00	MST						
The Rivers of Colorado Water Watch Network (RiverWatch)	657	COLORADO	SUMMIT	14010002	14010002	39.5393924	-106.0423202	NAD83       		657.046SC3	2008-12-05 12:25:00	MST	Field Msr/Obs-Habitat Assessment	Field Msr/Obs-Habitat Assessment		Kick Depth	Kick Depth~~~~~~~~~ft		Actual		0.83	Validated	.83	ft	Sub Samp						~		2008-12-05 12:25:00	MST						
